id,name,last_modified_date,last_modified_user_id,created_user_id,created_date
314,"high astigmatism. Need of further surgery.","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
315,"sympathetic ophthalmia","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
316,"loss of iris tissue","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
317,"lens movement (may need IOL exchange)","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
318,"epiretinal membrane","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
319,"failure to improve scar","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
320,"worsening of scar","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
321,"redness","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
322,"scleral perforation","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
323,"loss of vision need for further surgery","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
324,"failure to seal a perforation","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
325,"need of further surgery","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
326,"allergic reaction to dye","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
327,"missed sentinel node","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
328,"infections.","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
329,"Unpredictable refractive change","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
330,"infectious keratitis","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
331,"delayed corneal healing.","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
332,"should read iridectomy same as peripheral iridectomy","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
333,"suture related infection","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
334,"Failure to completely seal the corneal wound","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
335,"high irregular astigmatism","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
336,"bleeding.","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
337,"trauma","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
338,"May need further treatment to achieve desired result","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
339,"Infections","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
340,"Delayed corneal healing","2013-05-20 12:08:57",1,1,"2013-05-20 12:08:57"
341,"extrusion of wire","2013-05-20 12:08:58",1,1,"2013-05-20 12:08:58"
